S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Acichem Laboratories,Acidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,20,0.2
2,Robin Pharmaceuticals,Rubycef Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,28,0.28
3,Madhav Labs,Tidel DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,34,0.34
4,East African (I) Remedies (P) Ltd.,Cefavir DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,7,0.7
5,Maiden Pharmaceuticals Limited,Amdrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,8,0.8
6,Agron Remedies Pvt Ltd (Agrogem),Cefadron-LB (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,87.98,0.88
7,Elikem Pharmaceuticals Pvt. Ltd.,Trenax Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
8,UPS Healthcare,Droxup Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
9,Que Pharma Pvt.Ltd,Qcidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
10,Shaimil Laboratories,Droximil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
11,Icon Pharma & Surgicals Pvt. Ltd,Droxycon Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
12,Shreeyam Health Care,Vinoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
13,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
14,Sunij Pharma Pvt Ltd,Sunidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.04,1
15,Nestor Pharmaceuticals Ltd,Nesdrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.15,1.02
16,FDC Limited,Zadro DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.2,1.02
17,Lupin Laboratories Ltd.,Odoxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.26,1.03
18,Medicamen Biotech Ltd.,Ortos DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
19,Intima (IPCA Laboratories Ltd),Pendrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
20,IRM Pharma (Cadila Pharmaceuticals Ltd.),Lactocef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
21,Zest Pharma,Sudrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.45,1.05
22,Aglowmed Ltd,Gigacef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.48,1.05
23,Indoco Remedies Ltd,Vepan DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.68,1.07
24,Comed Chemicals Pvt Ltd,Codroxil KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.7,1.07
25,Biostrass Health Sciences,Rapidrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.75,1.08
26,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.78,1.08
27,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox P DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11,1.1
28,Osho Pharma Pvt.Ltd.,Osodroxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11,1.1
29,Leben Laboratories Pvt. Ltd.,Cexil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11.5,1.15
30,Talent Healthcare,Cefalobid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,12.5,1.25
31,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,140,1.4
32,Rhombus Pharma Private Limited,Kidoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,140,1.4
33,Serve Pharmaceuticals,Faxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,166,1.66
34,Genvista (Cadila Pharmaceuticals Ltd.),Vistadrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,16.96,1.7
35,Zorex Pharma Pvt. Ltd.,CDX-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
36,Adore Healthcare,Fulfit Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
37,Suzikem Drugs Pvt. Ltd.,Suzidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
38,Taurus Laboratories Pvt. Ltd.,Cefataur (125 mg) (cefadroxil),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
39,Aan Pharma Pvt Ltd,Droxan Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
40,Indu Drugs,Cefdil-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
41,Sansill Drugs Pvt Ltd,Fodril (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.5,1.75
42,Cipla Limited,Neodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.71,1.77
43,Ind-Swift Limited,Swiceff DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.9,1.79
44,Ajanta Pharma Ltd.,Kefdil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.94,1.79
45,CFL Pharmaceuticals Ltd,Cetron-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
46,Varun Life Sciences Pvt. Ltd.,Cynoxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
