S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Marc Laboratories Pvt. Ltd.,Exact ZH kid (60+30+150),Tablet    ,1 Tablet,Pyrazinamide-150 mg,10 Tablet,8.85,0.89
,,,,,Isoniazid-30 mg,,,
,,,,,Rifampicin-60 mg,,,
2,Lupin Laboratories Ltd.,Akurit Z Kid (150+30+60),Tablet    ,1 Tablet,Pyrazinamide-150 mg,6 Tablet,7.9,1.32
,,,,,Isoniazid-30 mg,,,
,,,,,Rifampicin-60 mg,,,
3,Themis Medicare Ltd.,Tricox Kid (150+30+60),Tablet    ,1 Tablet,Pyrazinamide-150 mg,60 Tablet,82.6,1.38
,,,,,Isoniazid-30 mg,,,
,,,,,Rifampicin-60 mg,,,
4,Lupin Laboratories Ltd.,R Cinex Z Kid (150+30+60),Tablet    ,1 Tablet,Pyrazinamide-150 mg,10 Tablet,16.86,1.69
,,,,,Isoniazid-30 mg,,,
,,,,,Rifampicin-60 mg,,,
5,Biocin Genetics & Pharma,Actuate Z Kid (150+30+60),Tablet    ,1 Tablet,Pyrazinamide-150 mg,100 Tablet,195,1.95
,,,,,Isoniazid-30 mg,,,
,,,,,Rifampicin-60 mg,,,
