S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Shreya Healthcare P. Ltd.,Monto 4 (Kit),Kit   ,1 Kit,Isoniazid-300 mg,1 Kit,10.2,10.2
,,,,,Pyrazinamide-1500 mg,,,
,,,,,Ethambutol-800 mg,,,
,,,,,Rifampicin-450 mg,,,
2,Shreya Healthcare P. Ltd.,Infez 4 (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg,1 Kit,14.75,14.75
,,,,,Isoniazid-300 mg,,,
,,,,,Rifampicin-450 mg,,,
,,,,,Ethambutol-800 mg,,,
3,Le Sante (Cadila Pharmaceuticals Ltd.),Mycocox 4 (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg,1 Kit,14.79,14.79
,,,,,Isoniazid-300 mg,,,
,,,,,Rifampicin-450 mg,,,
,,,,,Ethambutol-800 mg,,,
4,Kresp (Kopran Pharma Ltd),Rifinex 4 (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg,1 Kit,291.4,291.4
,,,,,Isoniazid-300 mg,,,
,,,,,Rifampicin-450 mg,,,
,,,,,Ethambutol-800 mg,,,
