S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,USV-Corvette (US Vitamins Ltd),Covita Plus (150+268),Tablet    ,1 Tablet,Vit E-268 mg,10 Tablet,63.13,6.31
,,,,,Vit C-150 mg,,,
2,Cachet Pharmaceuticals Ltd.,Ne 400 Plus (150+268),Capsule    ,1 Capsule,Vit C-150 mg,10 Capsule,65,6.5
,,,,,Vit E-268 mg,,,
3,Cipla Limited,Evitam 400 Natural Plus (268+150),Capsule    ,1 Capsule,Vit C-150 mg,10 Capsule,66,6.6
,,,,,Vit E-268 mg,,,
4,Talent India,Cute E 400 (268+150),Capsule    ,1 Capsule,Vit C-150 mg,10 Capsule,72,7.2
,,,,,Vit E-268 mg,,,
5,French Formulations,Free 400 (268+150),Capsule    ,1 Capsule,Vit C-150 mg,10 Capsule,95,9.5
,,,,,Vit E-268 mg,,,
