S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Skymax Laboratories Pvt.Ltd.,Clopisa (75+75),Tablet    ,1 Tablet,Aspirin-75 mg,10 Tablet,20,2
,,,,,Clopidogrel-75 mg,,,
2,Bestochem Formulations (India) Ltd.,Clouds (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,23.6,2.36
,,,,,Aspirin-75 mg,,,
3,AS Pharma,Asogrel-A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,24.5,2.45
,,,,,Aspirin-75 mg,,,
4,Ind-Swift Limited,Caplor AS (75+75),Tablet    ,1 Tablet,Aspirin-75 mg,30 Tablet,74.7,2.49
,,,,,Clopidogrel-75 mg,,,
5,Welkind Pharma,Welgrel A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,25,2.5
,,,,,Aspirin-75 mg,,,
6,Intas Laboratories Pvt Ltd,Preva AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,25.9,2.59
,,,,,Aspirin-75 mg,,,
7,CND (Zydus Cadila Healthcare Ltd),Noklot Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,25.93,2.59
,,,,,Aspirin-75 mg,,,
8,Genx (Hetero Healthcare Ltd),Clopid AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,26.65,2.67
,,,,,Aspirin-75 mg,,,
9,Unichem Laboratories Ltd,Platloc AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,26.68,2.67
,,,,,Aspirin-75 mg,,,
10,Unisearch (Unichem Laboratories),Clodrel Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,26.88,2.69
,,,,,Aspirin-75 mg,,,
11,Troikaa Parenterals Pvt. Ltd.,Antiplatt Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,27,2.7
,,,,,Aspirin-75 mg,,,
12,Emcure Pharmaceuticals Ltd.,Antiplar Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,27.5,2.75
,,,,,Aspirin-75 mg,,,
13,Torrent Pharmaceuticals Ltd.,Torplatt A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,27.64,2.76
,,,,,Aspirin-75 mg,,,
14,Orchid Chemicals & Pharmaceuticals Ltd.,Pidlet Plus EQ (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,28,2.8
,,,,,Aspirin-75 mg,,,
15,Mankind Pharmaceuticals Pvt. Ltd.,Clopikind AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,28.5,2.85
,,,,,Aspirin-75 mg,,,
16,Surge-Radius (Indoco Remedies Ltd),Clopirad A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,28.66,2.87
,,,,,Aspirin-75 mg,,,
17,Synapse (Micro Labs Ltd),Nugrel Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,29.5,2.95
,,,,,Aspirin-75 mg,,,
