S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Sunij Pharma Pvt Ltd,RF Kid B6 (100+100+5),Tablet    ,1 Tablet,Vit B6-5 mg,10 Tablet,11.47,1.15
,,,,,Isoniazid-100 mg,,,
,,,,,Rifampicin-100 mg,,,
2,Shreya Life Sciences Pvt. Ltd,Montonex Kid (100+100+5),Tablet    ,1 Tablet,Vit B6-5 mg,10 Tablet,13.35,1.34
,,,,,Isoniazid-100 mg,,,
,,,,,Rifampicin-100 mg,,,
3,Geneka Biotec,Cure Kid (100+100+5),Tablet    ,1 Tablet,Rifampicin-100 mg,10 Tablet,14.6,1.46
,,,,,Isoniazid-100 mg,,,
,,,,,Vit B6-5 mg,,,
4,IPCA Laboratories Ltd.,Ipcacin Kid (5+100+100),Tablet    ,1 Tablet,Vit B6-5 mg,10 Tablet,14.76,1.48
,,,,,Isoniazid-100 mg,,,
,,,,,Rifampicin-100 mg,,,
5,Mediwin Pharmaceuticals,Rifacil 6 Kid (100+100+5),Tablet    ,1 Tablet,Vit B6-5 mg,10 Tablet,17,1.7
,,,,,Isoniazid-100 mg,,,
,,,,,Rifampicin-100 mg,,,
