S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Ultimedix,Cedol DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,3.5,0.35
2,Robin Pharmaceuticals,Rubycef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,7,0.7
3,Madhav Labs,Tidel (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,98,0.98
4,Active Healthcare,Actidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,28,2.8
5,Agron Remedies Pvt Ltd (Agrogem),Cefadron-LB (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,312.42,3.12
6,Bal Pharma Limited,Cefoxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,32.65,3.27
7,Corona Laboratories,C Drox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,33,3.3
8,Genvista (Cadila Pharmaceuticals Ltd.),Vistadrox DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,33.1,3.31
9,Intas Pharmaceuticals Ltd.,CDR (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,13.9,3.48
10,Aglowmed Ltd,Gigacef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,34.9,3.49
11,Radicura Pharmaceutical Pvt. Ltd.,Cedrox tab (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,35,3.5
12,East African (I) Remedies Pvt Ltd,Cefavir (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,35,3.5
13,Macleods Pharmaceuticals Pvt Ltd.,Acudrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,35.4,3.54
14,Iscon Lifesciences,Efaroxe (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,35.84,3.58
15,Indamed Pharmaceuticals Pvt. Ltd,Fenarox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,35.85,3.59
16,Zest Pharma,Sudrox (500 mg),Tablet    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,35.9,3.59
17,Moxy Laboratories Pvt. Ltd.,Droxicef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36,3.6
18,Shreeyam Health Care,Vinoxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36,3.6
19,BRD Medilabs,M Droxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36,3.6
20,Bactolac Formulations Pvt. Ltd.,Cedil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.2,3.62
21,Icon Pharma & Surgicals Pvt. Ltd,Droxycon (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,40 Tablet,146,3.65
22,Sunij Pharma Pvt Ltd,Sunidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.52,3.65
23,Kentreck Labs Pvt Ltd.,Cydroxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.65,3.67
24,Micro Nova Pharmaceuticals Ltd.,Bicef DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.68,3.67
25,Intima (IPCA Laboratories Ltd),Pendrox (500 mg) (IPCA),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.69,3.67
26,Medicamen Biotech Ltd.,Ortos (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.69,3.67
27,Deys Medical Stores (Mfg) Ltd,Brotzu (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,14.68,3.67
28,Bergen (Alkem Laboratories Ltd),Cffoxid DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,22.02,3.67
29,Hamax Pharmaceuticals,Drosafe (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.7,3.67
30,Indoco Remedies Ltd,Vepan (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,36.95,3.7
31,Talent Healthcare,Cefalobid (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37,3.7
32,Sanjeevani Bio-Tech (P) Ltd,Lixy (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37,3.7
