S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Glaxo Smithkline Pharmaceuticals Ltd.,Viteolin (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,30 Capsule,21.47,0.72
2,Cadila Pharmaceuticals Ltd.,Vitamin E (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10,1
3,Generic (Cadila Pharmaceuticals Ltd.),EEE (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.04,1
4,Sandoz Pvt.Ltd,Veglo (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.2,1.02
5,Glenmark Pharmaceuticals Ltd.,E Cap (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.24,1.02
6,Abbott India Ltd.,Evit SG (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,30 Capsule,32.03,1.07
7,Abbott Healthcare Pvt Ltd (AHPL),Ephynal (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.69,1.07
8,Merck (India) Ltd (Merck Ltd),Evion (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.95,1.1
9,Cipla Limited,Evitam SG (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.08,1.11
10,USV Limited.,E Toplex (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.76,1.18
11,Torrent Pharmaceuticals Ltd.,Tocofer (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.77,1.18
12,Alidac Genetics & Pharmaceuticals,Vit E (200 mg),Capsule    ,1 Capsule,Tocopheryl Acetate-200 mg,10 Capsule,12.47,1.25
13,USV-Corvette (US Vitamins Ltd),Etoplex (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,12.47,1.25
14,Gujarat Liqui Pharmacaps Pvt. Ltd.,E Care (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,15,1.5
15,USV-Corvette (US Vitamins Ltd),Covita (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,31.4,3.14
16,Elnova Pharma,Novee (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,40,4
