S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1,Concept Pharmaceuticals Ltd.,Ripe (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg+Pyridoxine-10 mg+Isoniazid-300 mg+Rifampicin-450 mg+Ethambutol-800 mg,,11.5,11.5
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2,Panjon Limited,Becox Forte (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg+Pyridoxine-10 mg+Isoniazid-300 mg+Rifampicin-450 mg+Ethambutol-800 mg,,19.4,19.4
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3,Radicura Pharmaceutical Pvt. Ltd.,Rifaplus 4 (Kit),Kit   ,1 Kit,Pyrazinamide-1500 mg+Isoniazid-300 mg+Pyridoxine-10 mg+Rifampicin-450 mg+Ethambutol-800 mg,,252,252
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
